Country Name,Series Name,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Argentina,"Adjusted net enrollment rate, primary (% of primary school age children)",0,99.7521209716797,99.548469543457,0,0,99.5429763793945,99.1972808837891,99.345832824707,99.4688568115234,99.5742034912109,99.4382934570313,99.4355087280273,99.0661087036133,99.1407012939453,99.1844482421875,99.3542098999023,99.6745529174805,0,0,0.0
Argentina,Adjusted net national income per capita (annual % growth),2.19081316189713,-7.0580230791189,-2.35320595054581,-7.32796662624095,-20.2604320195257,12.7372690269751,9.55077262540864,9.19029421698139,9.37534231254236,10.7962431220924,4.68039135839351,-6.97581416637077,10.6834617544075,8.69385354405125,-1.73029283751551,1.01897356953459,-4.88453522087021,2.98469447678484,0,0.0
Armenia,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,87.3171310424805,85.6454162597656,0,87.5530319213867,89.9668731689453,92.9483795166016,0,0,0,0,0,0,0,96.423713684082,0,0.0
Armenia,Adjusted net national income per capita (annual % growth),0,0,0,12.1398207783223,14.1986824301542,16.0551088979275,10.8300302955506,17.7859509263719,15.7376944443025,15.921730907586,8.35499255717576,-19.319670277859,4.62311781243025,-0.650150121966462,5.0490658112776,3.19717239020709,0.197141701210896,0.581870446726313,0,0.0
Aruba,"Adjusted net enrollment rate, primary (% of primary school age children)",0,98.0017318725586,98.2535934448242,96.6157073974609,95.3976287841797,93.9748382568359,94.7763595581055,97.9789199829102,98.6493530273438,98.9268112182617,99.1143188476563,95.9954223632813,98.9204635620117,0,0,0,99.307243347168,0,0,0.0
Aruba,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Australia,"Adjusted net enrollment rate, primary (% of primary school age children)",0,94.171028137207,94.1244812011719,94.0042037963867,94.0780181884766,94.6440277099609,95.0159225463867,95.4895477294922,95.8208312988281,96.5983581542969,96.719856262207,96.8397979736328,97.1056518554688,97.7657623291016,97.6552581787109,97.4503936767578,97.13818359375,97.1604080200195,0,0.0
Australia,Adjusted net national income per capita (annual % growth),3.17812165120579,2.9889699948727,2.13030215547818,1.4861322737973,3.21113454823528,1.62255065650044,3.60990154329524,1.17806671758174,2.27881709734147,2.55188688924706,2.81679466473643,3.74176825564416,-1.05047921382752,4.16989524823865,3.63197240743864,-1.0479791430441,-0.613923116377379,-0.0923913335683153,0,0.0
Austria,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Austria,Adjusted net national income per capita (annual % growth),3.06514808047559,2.80985271038696,2.5752501524166,0.367771721868436,2.38530256192084,0.409453385871956,2.16691051731233,0.851711708207318,3.26163045407894,2.71273515736452,1.19255997854231,-5.13490681227256,2.36199530076884,1.11986147047575,-0.53997945638173,-0.536199312706259,-0.526205475580937,-1.04583632601431,0,0.0
Azerbaijan,"Adjusted net enrollment rate, primary (% of primary school age children)",0,92.1410980224609,88.239616394043,85.4634017944336,84.9103393554688,83.3462982177734,84.2832565307617,83.9535369873047,83.7720108032227,83.4584121704102,83.9875106811523,85.5188980102539,84.7260513305664,87.2680816650391,89.2900314331055,93.6706771850586,94.8121032714844,94.2627487182617,0,0.0
Azerbaijan,Adjusted net national income per capita (annual % growth),0,-5.20046170610705,-7.6319666303044,19.109537969492,31.1883630408011,14.3543032520119,12.2040448764286,26.353780597779,36.0287565827059,25.7616914672847,29.8879654322065,-6.40042335516435,-6.09677297888763,9.03771957504691,-4.03593095028654,12.7981334953547,4.96877662723989,0,0,0.0
"Bahamas, The","Adjusted net enrollment rate, primary (% of primary school age children)",0,91.2892608642578,0,0,0,0,94.3973083496094,98.5798492431641,97.1298217773438,98.6637878417969,98.6106872558594,96.1911468505859,97.8058624267578,0,0,0,0,0,0,0.0
"Bahamas, The",Adjusted net national income per capita (annual % growth),9.63894553615549,8.82953273207281,1.3558826530337,-3.50427046992763,6.91026885151433,-4.70113052926979,-3.72046761232311,1.44281391446299,-3.73901797566825,1.71166400380993,-4.84374617230417,-10.2211869564102,-2.56891277324949,-4.55522501793388,-14.895447887298,-3.15401697680747,-2.55131671388172,-4.01385859485097,0,0.0
Bahrain,"Adjusted net enrollment rate, primary (% of primary school age children)",0,99.5313186645508,97.8886566162109,94.8550872802734,94.4283599853516,93.3863906860352,92.8795700073242,90.1977005004883,91.8926315307617,0,0,0,0,91.899658203125,92.7343292236328,93.7328033447266,95.7210998535156,97.9990997314453,0,0.0
Bahrain,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,7.02241025168462,5.67374562299796,-17.8560423903803,10.250106900526,-0.953363507011161,-3.62080116034386,7.44963289927396,-5.70925895451482,-9.17429383145898,0,0.0
Bangladesh,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,95.3730163574219,95.8562698364258,0,92.8416595458984,93.7941970825195,94.9320373535156,0,0,0,0,0,0,0.0
Bangladesh,Adjusted net national income per capita (annual % growth),3.6212219514113,2.2294587637784,3.44617153519479,2.15030677947068,3.66732982538069,2.98861813135711,6.22735906628454,4.71974413766915,5.04083192734043,7.01664129982693,2.96026966145347,4.76765303738054,4.74912113022725,3.79320766119568,5.45810051633684,4.68668813246163,3.48638915468362,5.3386800491058,0,0.0
Barbados,"Adjusted net enrollment rate, primary (% of primary school age children)",0,97.1827926635742,95.5622329711914,94.6190719604492,91.9341506958008,91.685173034668,90.4938125610352,90.2778396606445,92.0782089233398,94.8007202148438,96.8102111816406,93.8373718261719,95.0805206298828,93.6163711547852,0,0,91.48681640625,0,0,0.0
Barbados,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Belarus,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,96.5401382446289,93.5305328369141,93.6519775390625,92.1270217895508,90.1567687988281,90.1742401123047,90.0314636230469,0,91.9550476074219,91.402458190918,91.01806640625,94.1806716918945,93.1421127319336,94.0612106323242,95.6539688110352,0,0.0
Belarus,Adjusted net national income per capita (annual % growth),16.7482115096235,3.24437769847054,8.2904780096295,6.35747722612601,8.9325353767711,13.3547572117542,14.8260197255329,17.9596417772622,13.9461306400271,7.24842071804478,17.9991689602504,-6.58532250096722,5.93982021577153,18.2583110463703,8.65588596161619,-3.62460194738546,3.17169361235497,-12.3125106501506,0,0.0
Belgium,"Adjusted net enrollment rate, primary (% of primary school age children)",0,99.0390701293945,99.1907119750977,99.111442565918,99.1410293579102,98.3117904663086,96.7831726074219,96.6483688354492,97.2572402954102,98.3346176147461,98.9981231689453,99.0210876464844,98.7389602661133,98.7723617553711,99.1473693847656,99.2084274291992,99.1138000488281,99.2667007446289,0,0.0
Belgium,Adjusted net national income per capita (annual % growth),1.83336973049416,2.29600779008567,2.6674318615226,-0.663883240502855,1.54465842514182,-0.415557797982544,2.24062173269401,0.662116090008396,1.11240151742645,2.75239945276032,-1.67369647613069,-4.36730767934891,4.70842503686204,-3.31006673982664,0.833396194059759,-1.28738516335423,0.247450193796567,-0.0225446216212504,0,0.0
Belize,"Adjusted net enrollment rate, primary (% of primary school age children)",0,99.1970291137695,96.3308868408203,93.5284271240234,0,93.8720703125,95.4701538085938,95.0721664428711,95.7155532836914,95.2968597412109,96.283332824707,97.1289291381836,98.0161972045898,97.6786193847656,99.568962097168,98.8876266479492,99.1475677490234,99.2194213867188,0,0.0
Belize,Adjusted net national income per capita (annual % growth),0.85013401101817,0.719241545513412,-4.45984035998131,-1.36440283464695,3.50353311604439,-1.16961843473766,-4.00878756489197,-1.82661228561173,-1.08479028173156,-1.43216664387029,-3.26553035243168,3.13202722093455,-3.35492757803347,4.28702088263873,4.31530481770675,2.91764199398995,3.46812860952622,3.90506586153157,0,0.0
Benin,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,82.8737487792969,85.8055725097656,81.7522964477539,84.6718597412109,0,87.6232986450195,93.3121795654297,94.120849609375,94.0614471435547,94.8630981445313,0,95.8666229248047,0,0,0.0
Benin,Adjusted net national income per capita (annual % growth),0.952755087935714,-5.84767672263035,5.13656585121079,2.00205545301412,3.73616857561481,1.55200376839882,2.77956559305974,-2.25718882924896,-0.00284616697511808,2.27300088227975,3.04175911214473,-0.1412644768034,-1.35834136689063,0.619515951139135,2.2307684703498,6.00899910733821,3.74938791475626,-1.62841025261373,0,0.0
Bermuda,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,97.5803604125977,0,0,0,0,0,87.9107284545898,83.4578704833984,0,0,0,0,0.0
Bermuda,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Bhutan,"Adjusted net enrollment rate, primary (% of primary school age children)",0,56.1360092163086,59.1656799316406,62.7099494934082,0,0,0,72.9403610229492,76.7238388061523,0,82.0637588500977,86.5145492553711,88.4916229248047,89.117790222168,90.7184906005859,89.162239074707,88.9828720092773,0,0,0.0
Bhutan,Adjusted net national income per capita (annual % growth),0,0,0,6.28347258349085,7.12706799164626,3.37019578064044,3.22715729033574,5.85532817975995,3.79957086761252,12.7803389397954,1.0520640619546,3.39802504425431,6.83594577995864,5.31814429571671,1.88780899558054,1.62900048190266,4.83612298549774,-2.48907598191091,0,0.0
Bolivia,"Adjusted net enrollment rate, primary (% of primary school age children)",0,95.4227523803711,96.0888824462891,96.3320693969727,96.5704193115234,97.0831909179688,96.9242401123047,96.9665374755859,96.9439392089844,96.6735916137695,94.9655609130859,97.9759674072266,95.5505905151367,93.2788467407227,89.8732528686523,91.8477325439453,89.2540664672852,89.8857421875,0,0.0
Bolivia,Adjusted net national income per capita (annual % growth),4.30019561832174,-3.4963830674421,-2.67113921922594,0.750479727947663,1.83747517336221,1.09679417562664,1.95870581038922,-0.654917607829447,3.22357091474936,-0.282189185841247,9.03013025797084,1.28198459727878,4.86986809189017,1.45666494467498,1.92309506214072,3.57773672106809,-0.99866490747101,2.45979463765865,0,0.0
Bosnia and Herzegovina,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Bosnia and Herzegovina,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,3.75582538922023,6.66763114049498,-1.0514008763235,-1.95070173340801,-2.13450490391132,-0.228399272423957,5.30869787359525,1.49741800867635,4.85142831569591,0,0.0
Botswana,"Adjusted net enrollment rate, primary (% of primary school age children)",0,80.4704895019531,81.9193725585938,83.9167404174805,84.4831008911133,84.7295989990234,85.6088180541992,84.6825866699219,85.7693862915039,84.9667663574219,84.3909072875977,85.0092620849609,0,0,90.7666625976563,91.3624801635742,0,0,0,0.0
Botswana,Adjusted net national income per capita (annual % growth),6.63168411541551,1.23186421307719,-2.60440039682967,4.33448669972924,-8.74569362039999,-1.79999314774044,-2.24908818369065,6.4263976037447,3.85473974203654,7.0891422557376,-5.98911804709466,-6.69795359296171,17.3098316446863,15.7724579407981,0.521653792736856,5.11437170589663,3.41856890960084,0.398269096164114,0,0.0
Brazil,"Adjusted net enrollment rate, primary (% of primary school age children)",0,98.0727233886719,0,98.8549270629883,96.727409362793,94.2950592041016,95.5853118896484,96.0799331665039,0,92.4741134643555,98.5383071899414,96.5850830078125,0,95.6971817016602,95.5137481689453,93.7790374755859,94.7150573730469,94.7733383178711,0,0.0
Brazil,Adjusted net national income per capita (annual % growth),-2.74836780610453,-4.37334875200644,2.09312229512284,-0.538562063252641,2.23810649190412,-0.038587473292111,5.28185539955793,1.16517468867966,3.13244439540981,4.61308614213141,3.55179320572188,1.19379915387461,9.83783769810643,3.60545558664856,1.50831961245889,3.21351399847636,-1.85563538757248,-5.52668997647078,0,0.0
British Virgin Islands,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
British Virgin Islands,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Brunei Darussalam,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Brunei Darussalam,Adjusted net national income per capita (annual % growth),6.43970431386778,-11.8762943268202,-9.29751041955433,8.71241183030035,-4.74826599493203,3.63000692368134,4.96762922879222,13.0871505130517,13.0840801914529,27.6018897976145,29.2400052590704,-8.15519713967791,13.7224421257679,17.182598544722,2.20062505348382,1.23920738724577,-1.35794702248623,-11.9629272482193,0,0.0
Bulgaria,"Adjusted net enrollment rate, primary (% of primary school age children)",0,98.0791091918945,97.904670715332,98.3314590454102,97.5084915161133,97.4399795532227,96.9504623413086,93.7879028320313,92.3002395629883,95.6291275024414,97.6515731811523,99.0591888427734,99.3304290771484,98.5961837768555,96.991828918457,96.6200790405273,96.3582229614258,94.9369430541992,0,0.0
Bulgaria,Adjusted net national income per capita (annual % growth),9.32610084145583,-4.40707244855983,10.8874737060127,9.28145598625348,10.5904593800362,6.96628870293141,6.95772904438013,5.51030556131855,5.51984020922751,3.60648499757023,11.2494435007774,-0.703925692359391,1.64373894196386,4.44047498233817,1.85373140143068,0.723803463099387,2.88247101061236,6.57337641312989,0,0.0
Burkina Faso,"Adjusted net enrollment rate, primary (% of primary school age children)",0,35.5136985778809,36.7456588745117,37.7718811035156,36.7238502502441,39.0540008544922,41.1556816101074,45.9777412414551,49.6234512329102,54.9504699707031,60.98583984375,63.8480415344238,60.0682106018066,64.6422500610352,65.7516632080078,66.6159210205078,67.9535369873047,69.6642303466797,0,0.0
Burkina Faso,Adjusted net national income per capita (annual % growth),6.02183069977687,7.13011244218191,0.446865909979977,3.55408969048798,2.4620091318348,1.89065200789375,2.99319130645867,3.39116668200936,2.24489100503087,0.108171146157659,2.47402985586479,-3.48796738234928,8.0055664737626,3.76799331014006,5.52616891942903,0,0,0,0,0.0
Burundi,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,40.6560592651367,49.2994804382324,48.6509208679199,52.0144386291504,53.5166282653809,56.4940414428711,72.4477310180664,78.9945678710938,88.8050994873047,86.8415298461914,91.5200271606445,0,0,91.0474624633789,95.6819000244141,94.6127319335938,0,0.0
Burundi,Adjusted net national income per capita (annual % growth),-3.78632431860115,17.8237576931609,1.34299811311789,-9.80246930904616,-6.92391061645934,-31.4630332140532,24.7832779176327,10.3742910183843,1.43698111196584,-3.81472334683014,-2.32788472569683,8.49024023240423,27.2609175912285,-3.6622755014189,13.28312032996,0,0,0,0,0.0
Cabo Verde,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,97.6968002319336,95.4030303955078,95.0727233886719,94.5844573974609,92.9646072387695,92.7444381713867,92.4239120483398,92.4380874633789,92.5056076049805,93.6335372924805,95.2459487915039,96.7098617553711,98.4276504516602,98.4166564941406,98.2425003051758,97.2687225341797,0,0.0
Cabo Verde,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,3.31475902347276,-1.4176259316512,-3.35251058033576,2.17812676268665,-2.36138172110523,0,0,0,0,0.0
Cambodia,"Adjusted net enrollment rate, primary (% of primary school age children)",0,86.5765533447266,92.3216705322266,0,0,97.6994094848633,0,0,94.4971466064453,95.543830871582,94.2363662719727,0,93.2808303833008,97.5170516967773,97.4059829711914,0,94.7074508666992,94.9251098632813,0,0.0
Cambodia,Adjusted net national income per capita (annual % growth),-0.208373385381208,10.0402113855402,6.67733895133043,5.46116143179214,4.95384578930202,6.80307715292459,6.97510985469259,11.3748806980715,8.01799080277452,10.0348416654552,15.7107960387638,-8.59430982549291,4.26593732993553,4.71032062629229,9.26717249086208,7.21225396969834,4.47479905894011,5.07170143058467,0,0.0
Cameroon,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,0,0,0,82.2233428955078,85.0537033081055,0,87.630241394043,94.0622329711914,0,94.7031478881836,95.1098098754883,0,0.0
Cameroon,Adjusted net national income per capita (annual % growth),6.02551824426085,4.69920772241943,-4.61804256294927,5.96518939771605,5.40189862789488,1.97777443473241,2.82387624249077,-0.320210198639728,2.06015856477495,-1.64841956400257,-4.21552495454904,7.54028265961821,-0.970249632849416,1.00131964371204,0.909781213093353,4.33008592468784,6.57096201318123,4.13792949063298,0,0.0
Canada,"Adjusted net enrollment rate, primary (% of primary school age children)",0,99.7825698852539,99.9220504760742,0,0,0,0,0,0,0,0,0,0,0,99.4774780273438,99.4567413330078,0,0,0,0.0
Canada,Adjusted net national income per capita (annual % growth),1.11152559290989,4.99252734784412,5.87094431635644,-0.258410915466015,2.49471502041938,2.67037480055239,3.04300399088314,3.44162576855089,2.35119120141371,2.03197128742674,0.314990583191417,-6.9520731974726,4.26797417443923,3.48985078560276,-0.179146939618221,1.38392902113861,0.770463292013062,-1.85265488874126,0,0.0
Caribbean small states,"Adjusted net enrollment rate, primary (% of primary school age children)",93.6758270263672,93.7885131835938,93.8667907714844,93.0632629394531,92.2360916137695,92.3367080688477,93.7403717041016,93.5249176025391,93.2428131103516,93.257926940918,93.802490234375,93.1575088500977,93.6904067993164,93.8874282836914,93.3730392456055,92.7982177734375,0,0,0,0.0
Caribbean small states,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,-8.11460061472783,-10.0130419469067,4.70747962090896,-1.56225914346749,-8.68226672452116,6.24123524864353,-2.08090081631349,-3.61444993237812,0,0.0
Cayman Islands,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cayman Islands,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Central African Republic,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,48.4697303771973,48.8196296691895,57.1372909545898,66.4770202636719,67.1277923583984,69.6910629272461,67.7650909423828,70.8406677246094,0,0,0,0,0.0
Central African Republic,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,2.92654429506582,1.25349138081658,2.37646318819959,2.72258187652771,0,0,0,0,0.0
Central Europe and the Baltics,"Adjusted net enrollment rate, primary (% of primary school age children)",96.1474914550781,95.5641021728516,95.6277389526367,95.7953872680664,95.8330993652344,95.9061737060547,95.6474227905273,95.3142318725586,95.3015289306641,96.0260696411133,96.4586334228516,96.6631088256836,96.8983993530273,96.4756317138672,96.21044921875,95.8795394897461,95.75634765625,0,0,0.0
Central Europe and the Baltics,Adjusted net national income per capita (annual % growth),4.84470527658267,1.68009225813925,4.43303830788504,3.81473510336079,4.3380874107376,3.84991634672755,5.87525751916201,6.91300561623372,6.4355177878594,7.82322960947231,4.99758481392787,-3.4475338023385,1.37051811712962,2.95178433167953,0.536941358076007,2.45364577741198,3.80464650645416,4.49111019929352,0,0.0
Chad,"Adjusted net enrollment rate, primary (% of primary school age children)",0,49.8944396972656,51.5676803588867,52.796630859375,56.2953987121582,57.8204307556152,0,0,0,0,0,0,0,63.0390701293945,0,79.1245727539063,0,0,0,0.0
Chad,Adjusted net national income per capita (annual % growth),3.12171312488864,-2.02808310205371,-4.21081275497976,17.967627424477,20.0834481477522,-23.8846496298522,-20.1159011057049,-4.37189394717457,0,0,-2.15107825973688,41.1446591819213,7.15243822410507,-8.75837003014544,11.2247853967027,4.37247517642949,2.25729788327114,-9.39424637636148,0,0.0
Channel Islands,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Channel Islands,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Chile,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,0,0,97.6400985717773,97.1870727539063,94.7397613525391,95.0516662597656,93.712516784668,93.1441497802734,92.5136566162109,93.0736770629883,94.3637466430664,0,0.0
Chile,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11629800004698,1.65031567111991,0,0.0
China,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
China,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Colombia,"Adjusted net enrollment rate, primary (% of primary school age children)",0,96.3397064208984,97.5376510620117,97.0836410522461,97.583251953125,0,97.190788269043,97.4555892944336,96.3894500732422,95.7779769897461,96.2875366210938,96.8523635864258,97.2210693359375,97.3179626464844,94.3497314453125,93.0784530639648,92.2585067749023,93.1681900024414,0,0.0
Colombia,Adjusted net national income per capita (annual % growth),-2.26671416048876,-7.96296045863689,1.34442927221971,0.355885252053412,0.772337222599063,0.998740626849525,4.61635852582268,4.02671829616985,5.70297839875349,7.59865680429139,2.74976283003912,1.85859590978521,3.74080101871874,4.93324424905954,4.67905782208655,4.34296068590288,3.12911252788086,4.07219643059062,0,0.0
Comoros,"Adjusted net enrollment rate, primary (% of primary school age children)",0,60.1150093078613,66.8552169799805,0,0,0,0,0,0,78.270149230957,0,0,0,0,0,85.2704162597656,81.2953186035156,0,0,0.0
Comoros,Adjusted net national income per capita (annual % growth),-13.7728924205908,0,0,0,-0.222419298360265,-3.0749825517381,-2.28858728944269,-0.147616981286973,-1.71574175963836,-6.1215463493574,1.56488655948208,0.52170880521976,1.9864789892568,2.79197488576841,-1.79030949943724,0,0,0,0,0.0
"Congo, Dem. Rep.","Adjusted net enrollment rate, primary (% of primary school age children)",0,35.3699913024902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"Congo, Dem. Rep.",Adjusted net national income per capita (annual % growth),-10.9246253067392,-1.29302149457578,-1.54652393683624,-11.1397470422531,-0.0267613155763655,1.07186958715349,7.07280345553876,3.30337801329405,-5.87408688155899,-1.41127887920487,-3.46500034849653,0,0,-3.15825127132159,-0.167540300960638,-6.97359272438874,1.7159273891538,24.2724033487373,0,0.0
"Congo, Rep.","Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,53.4156684875488,57.0220718383789,0,0,0,89.3315811157227,0,92.8515930175781,0,0,0,0,0.0
"Congo, Rep.",Adjusted net national income per capita (annual % growth),59.4009737061687,-49.3170497485542,-46.8305774259394,149.749621750694,48.2117989260073,-2.23808453057572,-16.2060929091636,-56.0082083000299,-53.135731400311,387.924812068445,26.8830565043642,44.1187407497867,-17.1143171407585,-48.3383229804221,42.3797035244988,65.4449033135432,25.1412304144604,37.3139620716343,0,0.0
Costa Rica,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,0,0,0,0,0,0,99.4373321533203,99.4707489013672,98.4705810546875,96.358268737793,96.6183471679688,0,0.0
Costa Rica,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cote d'Ivoire,"Adjusted net enrollment rate, primary (% of primary school age children)",0,57.7338905334473,56.7892112731934,60.9120788574219,61.0490112304688,56.5333290100098,0,0,0,0,0,56.708740234375,0,0,0,70.3510284423828,75.2114868164063,79.2544708251953,0,0.0
Cote d'Ivoire,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,4.70756815876474,2.33571158401604,-12.77161730519,8.62464972358505,4.66346509516377,12.2822140098681,5.37341917897996,0,0.0
